MSSubClass,MSZoning,Neighborhood,OverallQual,YearRemodAdd,RoofStyle,BsmtQual,BsmtExposure,HeatingQC,CentralAir,1stFlrSF,GrLivArea,BsmtFullBath,KitchenQual,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,PavedDrive,SaleCondition
60,3,22,8,10,0,3,2,4,1,7.145196134997171,7.768533300926033,1,2,1,4,4,2,3,2,3
120,3,11,8,10,2,3,3,4,1,7.309212365692763,7.309212365692763,1,3,1,4,4,3,2,2,3
20,3,18,9,0,0,3,1,4,1,7.317212408359839,7.317212408359839,0,3,1,4,4,3,2,2,4
60,3,12,7,22,0,3,1,2,1,6.887552571664617,7.446585099157725,0,1,1,3,4,1,2,2,3
50,3,9,6,23,0,3,2,4,1,6.890609120147166,7.4673710669175595,1,1,0,1,4,1,1,2,3
20,3,14,7,1,2,3,1,4,1,7.515344571180436,7.515344571180436,0,2,1,4,4,3,2,2,3
60,3,20,8,7,2,3,4,4,1,7.432483807917119,8.095293776844649,1,3,1,4,5,3,3,2,3
85,3,6,5,27,2,3,3,2,1,6.754604099487962,6.754604099487962,1,1,0,1,2,1,2,2,3
20,3,5,4,55,0,1,1,2,1,7.106606137727303,7.106606137727303,0,1,0,1,2,1,2,2,3
80,3,5,6,34,0,2,3,2,1,7.018401799069201,7.018401799069201,1,1,1,3,2,1,2,2,0
20,3,8,5,49,0,2,1,4,1,6.815639990074331,6.815639990074331,0,1,0,1,4,2,1,2,3
20,3,21,8,1,2,3,3,3,1,7.587310506022615,7.587310506022615,0,2,1,4,4,3,3,2,4
120,1,9,6,11,2,4,1,4,1,7.093404625868766,7.093404625868766,1,1,0,1,4,3,2,2,3
20,3,14,7,0,0,3,3,4,1,7.3864708488298945,7.3864708488298945,0,2,0,1,4,2,3,2,4
20,3,6,5,32,2,2,1,2,1,6.795705775173514,6.795705775173514,1,1,1,2,4,1,2,2,3
90,2,10,5,30,0,0,0,2,1,7.61085279039525,7.61085279039525,0,1,2,3,2,1,2,2,3
90,3,9,6,29,0,3,4,2,1,6.911747300251674,6.911747300251674,1,1,0,1,4,1,2,2,3
20,3,13,7,11,0,3,1,3,1,7.133295954896068,7.133295954896068,0,1,1,3,4,3,2,2,3
60,3,10,6,14,0,3,1,4,1,6.697034247666484,7.3796321526095525,0,2,0,1,4,2,2,2,3
20,3,14,7,7,0,3,1,4,1,7.265429723253953,7.265429723253953,0,2,0,1,4,2,2,2,3
85,3,9,5,31,0,3,3,4,1,7.01211529430638,7.01211529430638,1,2,1,3,4,3,2,2,3
75,1,4,6,7,0,2,1,4,1,6.60934924316738,7.302496423727326,0,1,1,4,0,0,0,2,3
20,3,12,6,42,0,2,1,2,1,7.201916317531627,7.201916317531627,0,1,1,4,4,1,2,2,3
50,1,4,5,60,0,1,1,2,1,6.873163834212518,7.409741954080923,1,1,0,1,2,1,1,2,3
60,3,10,7,6,0,3,1,4,1,6.862757913051401,7.642044402873258,1,2,0,1,5,2,2,2,3
20,1,4,4,8,0,2,1,4,1,6.803505257608338,6.803505257608338,0,1,0,1,2,1,1,2,3
60,3,17,6,0,0,2,4,3,1,6.883462586413092,7.643482907077201,0,2,0,1,4,3,2,2,3
120,3,15,7,3,0,3,1,4,1,7.0431599159883405,7.0431599159883405,0,2,1,4,4,3,2,2,3
80,3,9,6,31,0,3,3,2,1,6.967909201801884,6.967909201801884,1,1,2,3,4,2,2,2,3
60,3,22,7,10,0,3,3,4,1,7.027314514039777,7.607381425639791,1,1,1,3,4,1,2,2,3
20,3,18,8,0,0,3,3,4,1,7.310550158534422,7.310550158534422,0,2,0,1,4,3,2,2,4
60,3,13,7,12,0,3,1,4,1,6.990256500493881,7.546974117516527,0,2,1,3,4,3,2,2,3
60,3,10,6,29,0,3,1,2,1,6.78897174299217,7.355001921105257,0,1,1,3,4,1,2,2,3
20,3,6,6,30,0,2,1,4,1,7.158513997329321,7.158513997329321,0,1,1,3,4,2,2,2,3
20,3,8,5,55,0,2,1,3,1,6.650279048587422,6.650279048587422,0,1,0,1,4,1,1,2,0
60,3,21,9,0,2,4,1,4,1,7.583756300707112,8.0519780789023,0,3,2,4,5,3,3,2,4
50,3,7,5,57,0,3,1,4,1,6.8885724595653635,7.477604243197589,1,2,2,3,2,1,1,2,3
60,3,17,6,11,0,3,4,3,1,6.423246963533519,7.431299675155903,1,2,0,1,4,2,2,2,3
30,1,0,4,17,0,2,1,4,1,7.086737934510577,7.086737934510577,1,1,0,1,2,1,2,2,3
60,3,14,7,3,0,3,3,4,1,6.590301048196686,7.283448228756631,1,2,1,4,4,3,2,2,3
60,3,21,9,0,2,4,4,4,1,7.458186157340487,7.945201132412759,0,3,1,4,5,2,3,2,4
20,3,8,5,52,0,2,1,2,1,7.028201432058005,7.028201432058005,0,1,0,1,4,1,1,2,2
20,3,18,7,0,0,3,1,4,1,7.2640301428995295,7.2640301428995295,0,3,0,1,4,2,2,2,4
80,3,8,5,39,0,2,3,3,1,6.887552571664617,6.887552571664617,0,1,0,1,4,3,1,2,3
70,3,3,5,5,0,2,4,4,1,6.977281341630747,7.362645270417825,2,2,1,3,4,2,2,2,3
80,3,8,5,40,0,2,3,2,1,6.990256500493881,6.990256500493881,1,1,1,4,4,2,2,2,3
75,1,4,5,44,2,2,1,2,0,6.980075940561763,7.6676260915849905,0,1,0,1,2,1,2,0,3
20,3,12,6,7,2,2,1,1,1,7.1770187659099,7.1770187659099,1,2,1,2,4,2,2,2,3
120,1,14,6,4,0,3,4,4,1,6.742880635791903,6.742880635791903,1,2,1,4,4,3,2,2,3
20,0,0,5,58,2,2,3,2,0,6.950814768442584,6.950814768442584,0,0,0,1,3,1,2,0,1
20,3,8,6,49,0,2,1,3,1,7.273786317844895,7.273786317844895,0,1,0,1,4,2,1,2,3
50,3,5,5,56,0,2,1,3,1,6.530877627725885,7.1308988302963465,0,0,0,1,2,1,1,1,3
20,3,14,7,12,0,3,1,4,1,7.415175109613295,7.415175109613295,0,2,0,1,4,2,2,2,3
20,3,8,5,52,0,2,1,3,1,6.915723448631314,6.915723448631314,0,1,1,4,4,2,1,2,3
20,3,9,8,6,2,3,1,4,1,7.4318919168078,7.4318919168078,1,2,2,4,4,2,3,2,3
80,3,17,6,39,0,2,3,3,1,6.9584483932976555,6.9584483932976555,1,1,0,1,4,1,2,2,3
120,3,21,7,0,0,3,2,4,1,7.213768308118642,7.213768308118642,1,2,1,4,4,2,2,2,4
60,3,14,7,5,0,3,1,4,1,6.682108597449809,7.402451520818244,0,2,0,1,4,2,2,2,3
20,1,4,4,56,0,1,1,2,0,6.841615476477592,6.841615476477592,0,1,0,1,2,1,2,2,3
60,3,13,7,4,0,3,4,4,1,6.741700694652055,7.457609289715606,0,2,1,4,5,3,2,2,2
50,3,7,6,59,0,2,1,2,1,6.8501261661455,7.305860032684009,0,1,1,4,2,1,1,2,3
20,4,18,8,0,0,3,1,4,1,7.305860032684009,7.305860032684009,0,2,1,4,4,2,2,2,4
20,3,21,10,0,2,4,3,4,1,7.642044402873258,7.642044402873258,1,3,1,4,4,3,3,2,4
45,1,3,5,58,0,2,1,3,1,6.664409020350408,6.664409020350408,1,2,0,1,0,0,0,2,3
20,3,10,7,8,0,3,1,4,1,7.2682230211595655,7.2682230211595655,0,2,1,3,4,2,2,2,3
60,3,17,5,42,1,2,4,2,1,7.05617528410041,7.661997558901893,0,1,0,1,4,3,2,2,0
160,4,18,7,1,0,3,1,4,1,6.253828811575473,7.109062135687172,0,2,0,1,2,2,2,2,3
20,3,8,6,51,0,2,1,2,1,7.238496840894365,7.238496840894365,1,1,2,4,4,2,2,2,3
160,4,18,7,1,0,3,1,4,1,6.253828811575473,7.090076835776092,0,2,0,1,2,2,2,2,3
60,3,14,7,7,0,3,1,4,1,6.846943139585379,7.511524648390866,1,2,1,3,4,2,2,2,3
20,3,8,6,45,0,2,1,2,1,7.323830566202317,7.323830566202317,0,1,0,1,4,2,2,2,3
20,3,8,5,47,0,2,1,3,1,7.042286171939743,7.042286171939743,1,1,0,1,4,1,2,2,3
20,3,6,4,15,0,3,1,2,1,6.9726062513017535,6.9726062513017535,0,2,0,1,4,1,2,2,3
30,1,4,5,34,0,2,1,3,1,7.351799869057777,7.351799869057777,1,1,0,1,2,1,2,2,3
160,1,2,6,35,0,2,1,2,1,6.180016653652572,6.894670039433482,1,1,0,1,2,1,1,2,3
20,3,14,5,2,0,3,1,4,1,7.002155954403621,7.002155954403621,0,2,0,1,4,1,1,2,3
50,3,5,5,13,0,2,1,4,1,6.643789733147672,7.090076835776092,0,1,0,1,2,1,1,2,3
70,2,7,6,58,0,2,1,2,0,6.697034247666484,7.301147805856032,0,0,0,1,2,1,1,1,3
70,1,4,5,6,0,2,1,3,1,6.86484777797086,7.338888133838879,0,2,1,0,2,1,2,1,3
80,3,8,6,42,0,2,4,2,1,7.060476365999801,7.060476365999801,1,1,0,1,4,2,2,2,3
90,3,8,5,46,0,2,1,4,0,7.495541943884256,7.495541943884256,0,1,0,1,0,0,0,2,3
50,1,4,5,58,0,2,2,3,1,6.775366090936392,7.255591274253665,0,1,1,4,2,1,3,2,3
85,3,6,5,26,0,3,4,2,1,7.438971592395862,7.438971592395862,1,1,2,3,3,3,2,2,3
60,3,10,7,16,0,3,1,4,1,6.913737350659685,7.4815557019095165,1,2,1,3,4,1,2,2,3
20,3,14,5,37,0,2,3,4,1,6.761572768804055,6.761572768804055,1,1,1,2,4,1,1,2,3
50,3,17,6,11,0,2,1,2,1,7.175489713624222,7.765569081097317,0,1,1,4,2,1,2,2,3
80,3,11,6,13,2,2,1,4,1,6.9975959829819265,7.5256399750415355,0,1,1,3,4,2,2,2,3
120,1,14,6,4,0,3,3,4,1,6.742880635791903,6.742880635791903,1,2,0,1,4,3,2,2,3
120,3,15,8,3,0,3,4,4,1,7.283448228756631,7.283448228756631,0,2,1,3,4,3,2,2,3
75,3,16,7,57,0,2,1,3,1,6.822197390620491,7.406103381237015,0,1,2,4,2,1,1,2,3
80,3,8,6,45,0,2,4,2,1,7.275864600546533,7.275864600546533,0,1,1,2,4,2,2,2,3
20,3,6,5,32,2,2,2,2,1,7.483806687665835,7.483806687665835,1,1,1,4,4,1,2,2,0
20,3,6,5,0,0,2,1,4,1,6.946975992135418,6.946975992135418,1,1,0,1,2,1,1,2,3
80,3,14,6,30,0,3,4,2,1,6.933423025730715,6.933423025730715,1,1,0,1,2,1,2,2,3
60,3,13,6,14,0,3,1,3,1,6.553933404025811,7.300472814267799,0,1,1,3,4,3,2,2,3
20,3,12,7,33,0,3,1,2,1,7.222566018822171,7.222566018822171,0,1,1,3,4,2,2,2,2
60,3,12,6,22,0,2,2,2,1,7.321188556739478,7.8838232148921525,1,2,1,4,4,1,2,2,3
50,3,16,7,9,0,2,1,3,1,6.815639990074331,7.262628600974241,0,2,1,4,2,1,1,2,3
190,3,6,5,45,2,2,2,4,1,6.946013991099227,6.946013991099227,1,1,0,1,4,1,2,2,3
20,3,10,6,25,2,3,1,2,1,7.00033446027523,7.00033446027523,0,1,0,1,4,1,2,2,3
20,3,8,5,50,2,2,1,2,1,7.045776576879511,7.045776576879511,1,1,0,1,4,1,1,2,3
20,4,18,7,0,0,4,1,4,1,7.22402480828583,7.22402480828583,0,2,0,1,4,3,2,2,4
20,3,8,5,39,0,2,1,2,1,6.90975328164481,6.90975328164481,1,1,0,1,2,1,2,2,3
20,3,19,8,0,0,3,3,4,1,7.406103381237015,7.406103381237015,0,2,1,4,4,2,3,2,4
20,3,6,4,46,0,2,1,2,1,7.02108396428914,7.02108396428914,1,0,0,1,4,2,2,2,3
60,3,13,5,56,0,0,0,3,1,7.344072850573066,7.749322464660356,0,1,1,3,4,1,2,1,3
60,3,10,7,16,0,3,1,4,1,6.967909201801884,7.575071699507561,1,2,1,3,4,3,2,2,3
20,3,8,5,47,2,2,1,3,0,6.795705775173514,6.795705775173514,0,1,0,1,2,1,1,2,3
60,3,14,6,12,0,3,1,4,1,6.6895992691789665,7.427738840532894,0,2,0,1,4,2,2,2,3
20,3,8,5,12,0,2,3,3,1,6.813444599510896,6.813444599510896,0,2,0,1,4,1,2,2,3
40,3,8,5,59,0,2,1,3,1,6.943122422819428,7.145196134997171,0,1,1,4,4,1,1,2,3
50,1,4,5,59,0,2,1,4,1,6.516193076042964,7.030857476116121,0,1,0,1,2,1,1,2,0
60,4,18,8,0,0,3,3,4,1,7.076653815443951,7.867105500316739,0,3,1,4,5,3,2,2,4
20,3,9,4,44,0,2,4,3,1,6.946975992135418,6.946975992135418,1,1,0,1,4,1,2,2,3
60,3,21,9,4,2,4,1,4,1,7.2875606403097235,7.707062655370473,1,3,1,4,4,3,3,2,3
85,3,6,5,15,0,2,3,2,1,7.051855622955894,7.051855622955894,1,2,0,1,2,1,2,2,3
20,3,14,5,4,0,2,1,4,1,6.761572768804055,6.761572768804055,1,1,0,1,4,1,1,2,3
20,3,5,5,1,0,4,1,3,1,6.993932975223189,6.993932975223189,1,1,0,1,4,3,2,2,3
50,3,19,7,16,0,3,2,4,1,7.079184394609668,7.448333860897476,0,2,1,3,4,2,2,2,3
60,3,13,6,16,0,3,1,3,1,6.694562058521095,7.373374309910049,0,1,1,3,5,2,2,2,3
75,3,7,4,56,0,2,1,2,0,6.860663671448287,7.709756864454165,1,1,0,1,2,1,1,2,3
20,3,8,5,42,0,2,1,2,1,6.79346613258001,6.79346613258001,0,1,0,1,4,2,1,2,3
120,4,18,9,8,0,4,3,4,1,7.443663683115591,7.443663683115591,1,2,1,3,4,3,2,2,0
90,3,8,5,1,0,2,1,4,1,7.445417556701687,7.445417556701687,0,1,0,1,4,3,2,2,2
50,3,5,5,53,0,2,1,2,1,6.77078942390898,7.239214973779806,0,1,0,1,4,1,1,2,3
20,3,8,8,37,1,2,4,4,1,7.7039102096163115,7.7039102096163115,1,2,1,3,4,1,2,2,3
20,3,8,6,56,2,2,1,4,1,7.316548177182976,7.316548177182976,1,1,1,3,4,2,2,2,3
50,3,8,5,1,0,2,2,4,1,6.51025834052315,6.828712071641684,0,1,1,0,2,1,2,2,3
60,3,6,6,31,2,2,1,3,1,6.822197390620491,7.428333194190806,0,1,1,3,4,2,2,2,3
20,3,6,6,3,2,2,1,2,1,6.97354301952014,6.97354301952014,0,1,0,1,4,2,1,2,3
20,3,6,5,54,0,3,2,2,1,7.232010331664759,7.232010331664759,1,1,1,4,4,1,1,2,3
90,3,10,5,30,0,0,0,2,1,7.336285660021297,7.336285660021297,0,1,0,1,4,1,2,2,1
60,3,8,6,45,2,2,1,2,1,6.890609120147166,7.493317248862145,1,1,1,3,4,2,2,2,3
30,1,0,4,56,0,2,1,4,0,6.85751406254539,6.85751406254539,0,1,0,1,2,1,1,2,0
90,3,10,5,30,0,0,0,2,1,7.02108396428914,7.7142311448490855,0,1,0,1,2,1,2,2,1
20,3,21,9,0,2,4,4,4,1,7.768110378525988,7.768110378525988,1,3,2,4,4,3,3,2,4
20,3,6,5,12,0,2,1,2,1,7.119635638017636,7.119635638017636,0,1,1,3,4,1,1,2,3
20,3,8,4,36,0,2,1,2,1,6.754604099487962,6.754604099487962,0,1,0,1,2,1,1,2,3
20,3,8,5,9,2,2,2,2,1,7.174724309836376,7.174724309836376,1,1,0,1,2,1,1,2,3
60,3,13,7,3,0,3,1,4,1,6.693323668269949,7.319202458767849,0,2,1,4,4,3,2,2,3
20,3,13,7,0,2,3,1,4,1,7.4205789054108005,7.4205789054108005,0,2,1,4,4,2,3,2,4
20,3,6,5,40,0,2,1,2,1,6.804614520062624,6.804614520062624,0,1,0,1,4,1,1,2,3
20,3,8,5,56,0,2,1,2,1,6.968850378341948,6.968850378341948,1,1,0,1,4,2,1,2,3
20,3,18,8,1,0,3,1,4,1,7.400009517162692,7.400009517162692,1,2,1,4,4,2,3,2,3
50,3,16,7,19,0,3,1,3,1,6.927557906278317,7.6290038896529575,0,2,1,4,4,3,1,2,3
20,3,9,5,23,0,3,3,2,1,6.804614520062624,6.804614520062624,1,1,0,1,4,1,2,2,3
60,3,13,6,4,0,3,1,4,1,6.60934924316738,7.302496423727326,0,2,1,4,4,3,2,2,3
90,3,8,5,50,0,2,1,2,1,7.007600613951853,7.729295674310482,0,1,0,1,2,1,2,2,3
20,3,14,5,20,0,3,3,2,1,7.145196134997171,7.145196134997171,0,2,0,1,2,1,1,2,3
30,1,3,5,56,0,2,1,2,0,6.922643891475888,6.922643891475888,0,1,0,1,2,1,1,2,0
90,2,16,5,57,0,2,1,2,0,6.90875477931522,7.601901959875166,0,1,0,1,1,1,3,2,3
160,4,18,6,0,0,3,3,4,1,6.416732282512326,7.1098794630722715,0,2,0,1,2,2,2,2,4
160,1,1,4,37,0,2,1,1,1,6.302618975744905,6.9957661563048505,0,1,0,1,4,1,1,2,3
20,0,0,2,56,0,2,3,2,0,6.173786103901937,6.173786103901937,1,1,0,1,2,1,1,2,0
20,3,5,4,53,0,2,1,4,1,7.113956109566034,7.113956109566034,0,1,0,1,4,2,1,2,3
60,3,10,7,16,0,4,2,4,1,6.815639990074331,7.6624678152002375,1,2,1,3,4,2,3,2,3
20,3,8,6,6,2,3,1,4,1,7.254177846456518,7.254177846456518,1,1,1,3,4,1,2,2,3
60,3,10,6,13,0,3,1,4,1,6.841615476477592,7.450660796211539,0,2,0,1,4,2,2,2,3
90,3,5,5,5,0,2,1,3,1,7.148345743900068,7.696212639346407,2,1,0,1,0,0,0,0,3
20,3,13,6,0,0,3,1,4,1,7.182352111885263,7.182352111885263,0,2,1,4,4,3,2,2,4
120,3,10,6,14,0,3,1,4,1,7.388327859577107,7.388327859577107,1,2,1,2,4,2,2,2,3
20,3,12,6,26,0,3,1,2,1,7.430114138561801,7.430114138561801,1,1,1,3,4,1,2,2,3
20,3,12,5,31,0,3,3,2,1,7.026426808699636,7.026426808699636,0,3,0,1,4,2,2,2,0
60,3,21,8,3,2,3,1,4,1,7.1180162044653335,7.772331575169614,0,3,1,4,5,3,3,2,3
60,3,12,7,40,0,2,1,3,1,7.001245622069476,7.589841512182657,0,1,1,4,4,2,2,2,3
20,3,14,8,8,2,3,3,4,1,7.488852955733459,7.488852955733459,0,3,1,3,4,2,2,2,3
60,3,13,7,9,0,3,1,3,1,6.900730664045173,7.71244383427499,0,2,1,3,5,3,2,2,3
20,3,19,8,2,0,3,3,4,1,7.290292882446597,7.290292882446597,0,2,0,1,4,3,3,2,3
20,3,8,5,44,0,2,1,4,1,6.829793737512425,6.829793737512425,0,1,0,1,2,1,1,2,3
20,3,18,9,1,2,4,1,4,1,7.552237287560802,7.552237287560802,0,3,1,4,4,3,3,2,3
20,3,14,7,5,0,3,3,4,1,7.313220387090301,7.313220387090301,0,2,0,1,4,2,2,2,3
20,3,8,7,1,1,3,4,4,1,7.634820677745543,7.634820677745543,1,2,1,4,4,2,2,2,3
30,3,3,4,53,0,1,2,3,1,6.616065185132817,6.616065185132817,0,1,0,1,2,1,2,2,3
20,3,10,7,6,0,3,1,4,1,7.090076835776092,7.090076835776092,1,2,0,1,4,2,2,2,3
60,3,18,7,4,0,3,2,4,1,7.014814351275545,7.58629630715272,0,2,1,4,4,2,2,2,3
60,3,14,7,0,0,3,2,4,1,7.237778191923443,7.581719640125308,0,2,0,1,4,2,3,2,4
70,3,17,7,60,0,2,2,4,1,7.095893221097532,7.784473235736469,0,1,2,3,4,1,1,2,3
90,3,9,6,30,0,2,4,2,1,7.454719949364001,7.454719949364001,0,1,0,1,4,1,2,2,3
60,3,13,7,10,0,3,1,4,1,6.92951677076365,7.630461261783627,1,2,1,3,5,2,2,2,3
90,3,5,4,30,0,3,4,2,1,7.272398392570047,7.272398392570047,2,1,0,1,0,0,0,0,0
90,3,9,5,40,0,2,3,2,1,7.397561535524052,7.397561535524052,0,1,0,1,4,1,2,1,3
20,3,19,6,51,0,2,1,3,1,7.203405521083095,7.203405521083095,0,2,1,4,3,2,2,2,0
50,1,4,5,13,2,2,1,2,1,7.080026499922591,7.533158807455563,0,1,0,1,2,1,2,2,3
80,3,8,5,47,0,2,3,2,1,7.042286171939743,7.042286171939743,1,1,1,3,4,2,1,2,3
20,3,19,8,4,2,3,3,4,1,7.395721608602045,7.395721608602045,1,2,1,4,4,3,3,2,3
60,3,14,7,4,0,3,0,4,1,6.841615476477592,7.4821189235521155,0,2,1,3,4,2,2,2,3
20,3,12,6,4,2,2,1,2,1,7.2305631534092925,7.2305631534092925,1,2,1,3,4,2,2,2,3
20,3,8,5,5,0,2,1,3,1,6.761572768804055,6.761572768804055,1,2,0,1,2,2,2,2,3
20,2,10,5,41,0,2,1,3,1,6.872128101338986,6.872128101338986,1,1,0,1,2,1,1,2,0
85,3,14,5,6,0,3,3,3,1,6.643789733147672,6.643789733147672,0,1,0,1,2,3,1,2,3
60,3,9,5,39,0,2,3,4,1,7.0630481633881725,7.584773077612199,0,1,1,0,4,2,2,2,3
90,3,5,6,31,1,3,4,2,1,6.887552571664617,6.887552571664617,0,1,0,1,0,0,0,2,1
90,2,16,6,57,0,3,1,2,0,6.88653164253051,7.579678823090456,0,1,0,1,4,1,2,2,3
160,1,11,6,29,0,3,1,2,1,6.329720905522696,7.113956109566034,0,1,1,3,4,3,2,2,3
20,3,6,5,45,2,2,1,2,1,6.963189985870238,6.963189985870238,0,1,0,1,2,3,2,2,3
20,3,14,7,4,0,3,2,4,1,7.198183577101943,7.198183577101943,1,2,0,1,4,2,2,2,3
160,4,18,7,11,2,3,1,4,1,6.54534966033442,7.255591274253665,1,2,0,1,2,1,2,2,3
20,3,3,5,2,0,2,4,3,1,6.754604099487962,6.754604099487962,1,1,0,1,0,0,0,2,3
60,3,12,6,13,0,3,1,2,1,7.340835554123275,7.962763930168115,1,1,1,3,4,3,2,2,3
160,3,11,6,31,0,3,1,2,1,6.6895992691789665,7.344719054149673,1,2,1,3,2,1,2,2,3
20,3,14,9,2,0,4,1,4,1,7.495541943884256,7.495541943884256,0,3,0,1,4,3,2,2,3
60,3,19,7,7,0,3,1,4,1,6.714170529909472,7.546446273746024,1,2,1,4,5,3,2,2,3
60,3,13,6,0,0,3,1,4,1,6.663132695990803,7.302496423727326,0,2,1,4,4,3,2,2,4
50,3,16,5,59,0,2,1,4,1,6.883462586413092,7.176254532017144,1,1,2,3,2,1,1,2,3
20,3,8,5,53,2,2,1,2,1,7.001245622069476,7.001245622069476,1,1,0,1,4,1,1,2,3
50,1,4,3,59,0,2,1,1,0,6.396929655216146,6.875232087276577,0,1,0,1,0,0,0,2,0
190,3,8,6,48,2,2,4,2,1,6.9985096422506015,6.9985096422506015,1,1,0,1,4,2,1,2,3
50,3,8,4,56,0,2,1,2,0,6.579251212010101,7.083387847625295,0,1,0,1,0,0,0,2,0
160,3,21,7,5,0,3,1,4,1,6.638567789166521,7.3938782901077555,0,2,0,1,5,2,2,2,3
120,3,10,6,31,0,3,1,2,1,6.822197390620491,6.822197390620491,0,1,1,3,4,1,1,2,3
20,4,18,7,0,0,3,1,4,1,7.2640301428995295,7.2640301428995295,0,2,0,1,4,3,2,2,4
70,3,3,7,16,0,3,1,2,0,7.035268599281097,7.610357618312838,0,2,0,1,2,1,2,2,3
160,4,18,7,6,0,3,1,4,1,6.511745329644728,7.231287004327616,1,2,0,1,2,1,2,2,3
30,3,3,4,48,0,3,1,2,1,6.767343125265392,6.767343125265392,0,0,0,1,0,0,0,2,3
120,4,18,7,0,0,3,1,4,1,7.123672785204607,7.123672785204607,1,2,0,1,4,3,2,2,4
20,3,5,4,53,0,2,1,4,1,6.795705775173514,6.795705775173514,0,1,0,1,2,1,2,2,0
20,3,6,5,46,0,2,1,2,1,7.02197642307216,7.02197642307216,1,1,0,1,2,1,2,2,3
85,3,8,7,1,0,2,3,3,1,6.906754778648554,6.906754778648554,1,3,0,1,4,2,2,2,3
60,3,22,8,10,2,3,1,4,1,7.151485463904735,7.867871490396322,1,2,1,3,4,3,3,2,3
20,3,15,7,1,0,3,3,4,1,7.143617602704121,7.143617602704121,0,2,1,4,4,3,2,2,3
60,3,14,8,6,0,3,2,4,1,7.046647277848756,7.736307096548285,0,2,1,4,4,1,2,2,3
90,3,9,5,32,0,0,0,2,1,7.171656822768514,7.458186157340487,0,2,0,1,4,1,2,2,3
190,3,5,5,58,0,2,1,2,0,7.059617628291383,7.059617628291383,1,1,0,1,2,1,1,2,3
50,1,4,6,3,2,2,1,3,1,6.90875477931522,7.399398083331354,0,2,0,1,4,1,1,2,3
20,3,21,9,0,2,4,3,4,1,7.570443252057374,7.570443252057374,1,3,1,4,4,3,3,2,4
60,3,12,6,31,0,2,1,2,1,7.0192966537150445,7.615791072035833,0,2,1,3,4,3,2,2,3
60,4,18,7,0,0,3,1,4,1,6.656726524178391,7.362645270417825,0,2,0,1,4,2,2,2,4
60,3,22,8,8,0,3,1,4,1,7.249215057114389,7.779885115070522,1,2,1,3,4,3,3,2,3
70,1,4,8,23,0,2,1,3,1,6.82001636467413,7.462789157412448,0,2,1,4,4,1,2,1,3
60,3,8,6,14,2,2,4,3,1,6.927557906278317,7.523481312573497,0,2,1,2,4,2,2,2,3
60,3,14,6,0,0,3,1,4,1,6.620073206530356,7.313220387090301,0,2,0,1,4,2,2,2,4
20,3,21,10,2,2,4,4,4,1,7.4489161025442,7.4489161025442,1,3,1,4,4,3,3,2,3
50,3,3,4,56,0,2,1,2,1,6.651571873589727,7.114769448366463,1,1,0,1,2,1,1,2,0
20,3,8,5,45,2,2,1,2,1,6.956545443151569,6.956545443151569,1,1,0,1,4,1,1,2,3
20,3,12,6,39,2,2,1,2,1,7.273786317844895,7.273786317844895,0,1,1,3,4,2,2,2,3
30,1,0,3,56,2,2,1,1,0,6.981934677156389,6.981934677156389,0,1,1,4,2,1,1,1,3
20,3,14,7,4,0,3,3,4,1,7.0967213784947605,7.0967213784947605,1,2,0,1,4,2,2,2,3
20,3,5,3,57,1,0,0,1,0,6.8501261661455,6.8501261661455,0,0,0,1,2,1,2,2,3
30,3,4,5,57,0,1,1,4,1,6.53813982376767,6.53813982376767,0,3,0,1,2,1,1,0,0
20,3,18,8,2,0,3,1,4,1,7.3613754289773485,7.3613754289773485,0,2,1,4,4,2,3,2,3
90,3,12,5,31,0,2,1,1,1,7.426549072397305,7.426549072397305,0,1,0,1,2,1,2,2,3
120,3,15,7,3,0,3,1,4,1,7.315883504509785,7.315883504509785,0,2,1,4,4,3,2,2,3
80,3,14,5,31,0,3,3,2,1,6.892641641172089,6.892641641172089,0,1,0,1,4,1,1,2,3
20,3,8,6,37,0,3,1,3,1,7.4127640174265625,7.4127640174265625,0,1,1,3,4,1,2,2,3
160,1,1,4,39,0,2,1,2,1,6.302618975744905,6.9957661563048505,0,1,0,1,4,2,1,2,3
20,3,9,7,4,2,4,2,4,1,7.444248649496705,7.444248649496705,0,2,1,4,4,3,2,2,3
50,3,7,5,56,0,2,1,4,1,6.915723448631314,7.3277805384216315,0,1,0,1,0,0,0,1,3
50,3,6,5,58,0,2,1,2,1,6.579251212010101,7.147559271189454,0,1,1,4,4,1,1,2,3
90,3,5,5,45,2,0,0,2,0,7.416979621381154,7.416979621381154,0,1,0,1,0,0,0,2,3
70,3,16,6,11,2,2,1,2,1,6.802394763324311,7.31455283232408,0,2,2,3,2,1,1,2,3
30,1,4,5,3,2,2,1,2,0,6.92951677076365,6.92951677076365,1,1,0,1,2,1,1,2,3
20,3,8,6,57,0,2,1,2,1,6.9865664594064265,6.9865664594064265,0,1,1,4,2,1,1,2,3
60,3,12,8,8,0,3,1,4,1,6.697034247666484,7.417580402414544,1,2,0,1,4,3,2,2,3
20,3,14,7,13,2,3,4,4,1,7.315883504509785,7.315883504509785,1,2,1,3,4,3,2,2,3
120,3,20,8,25,0,3,3,3,1,7.215239978730097,7.215239978730097,1,2,1,5,4,2,2,2,0
